name,price,category
ceai de tei si lamaie,"3,79 lei",ceai-si-cafea
cafea cicoare,"19,49 lei",ceai-si-cafea
capsule cafea decafeinizata,"9,99 lei",ceai-si-cafea
cafea solubila decofeinizata,"21,20 lei",ceai-si-cafea
cafea macinata si prajita,"15,29 lei",ceai-si-cafea
capsule ciocolata calda,"34,99 lei",ceai-si-cafea
cafea macinata arabica,"16,99 lei",ceai-si-cafea
ceai negru cu mango,"12,99 lei",ceai-si-cafea
cafea macinata decafeinizata,"22,99 lei",ceai-si-cafea
ceai de galbenele,"2,10 lei",ceai-si-cafea
ceai negru,"24,99 lei",ceai-si-cafea
ceai cu ghimbir si lamaie,"24,99 lei",ceai-si-cafea
cafea,"25,99 lei",ceai-si-cafea
ceai verde cu iasomie,"24,99 lei",ceai-si-cafea
ceai cu fructe de padure,"24,99 lei",ceai-si-cafea
ceai negru cu zmeura,"6,99 lei",ceai-si-cafea
ceai cu zmeura,"24,99 lei",ceai-si-cafea
crema pudra,"12,50 lei",ceai-si-cafea
ceai,"3,20 lei",ceai-si-cafea
croissant cu crema cu cacao,"1,35 lei",dulciuri
croissant cu aroma de vanilie,"1,35 lei",dulciuri
biscuiti sandwich cu cacao,"0,50 lei",dulciuri
biscuiti sandwich cu vanilie,"0,50 lei",dulciuri
salam de biscuiti,"1,95 lei",dulciuri
croissant cu crema cu vanilie si umplutura cu visine,"2,25 lei",dulciuri
ciocolata,"5,94 lei",dulciuri
croissant cu crema cu vanilie si umplutura cu capsune,"2,25 lei",dulciuri
bomboane cu alune si caramel,"8,49 lei",dulciuri
ciocolata cu caramel,"5,94 lei",dulciuri
bomboane,"14,80 lei",dulciuri
biscuiti sandwich,"0,50 lei",dulciuri
selectie bomboane de ciocolata,"20,70 lei",dulciuri
ciocolata aerata cu lapte,"5,94 lei",dulciuri
biscuiti sandwich cu lamaie,"0,50 lei",dulciuri
croissant cu crema cu vanilie,"2,25 lei",dulciuri
biscuiti,"5,49 lei",dulciuri
ciocolata cu zmeura,"5,94 lei",dulciuri
ciocolata cu crema de visine,"5,94 lei",dulciuri
cornulete cu gem,"9,70 lei",dulciuri
praline,"17,50 lei",dulciuri
biscuiti populari,"10,99 lei",dulciuri
ciocolata alba,"5,94 lei",dulciuri
bomboane de ciocolata,"22,20 lei",dulciuri
ciocolata cu alune,"5,94 lei",dulciuri
ciocolata cu iaurt,"5,94 lei",dulciuri
ciocolata desert,"5,94 lei",dulciuri
trufe,"18,50 lei",dulciuri
praline de ciocolata cu lapte,"13,50 lei",dulciuri
ciocolata cu menta,"14,99 lei",dulciuri
ciocolata asortata,"18,99 lei",dulciuri
tiramisu,"10,79 lei",dulciuri
fursecuri limbi de pisica,"10,80 lei",dulciuri
biscuiti cu crema de cacao,"8,49 lei",dulciuri
ciocolata tablete cu menta si portocale,"14,99 lei",dulciuri
ciocolata cu cocos si migdale,"12,80 lei",dulciuri
fursecuri cu stafide,"10,80 lei",dulciuri
ciocolata cu crema de alune,"5,94 lei",dulciuri
cutie bomboane,"13,50 lei",dulciuri
praline de ciocolata neagra,"13,50 lei",dulciuri
biscuiti digestivi simpli,"1,29 lei",dulciuri
biscuiti cu cereale si fructe,"1,49 lei",dulciuri
praline asortate,"27,99 lei",dulciuri
praline cu ciocolata si lichior,"39,90 lei",dulciuri
ciocolata neagra,"14,99 lei",dulciuri
ciocolata cu biscuiti,"5,94 lei",dulciuri
prajitura cu crema de lamaie,"10,79 lei",dulciuri
bomboane cu rom si cocos,"12,99 lei",dulciuri
praline de ciocolata,"45,40 lei",dulciuri
rulouri cu crema de vanilie,"10,80 lei",dulciuri
bomboane asortate,"42,80 lei",dulciuri
praline cu prune si ciocolata amaruie,"24,00 lei",dulciuri
biscuiti cu cacao si crema de lapte,"2,20 lei",dulciuri
biscuiti cu cereale si ciocolata,"1,49 lei",dulciuri
biscuiti sarati,"2,79 lei",dulciuri
fursecuri cu lapte,"10,80 lei",dulciuri
jeleuri cu aroma de fructe,"4,99 lei",dulciuri
biscuiti cu cocos,"2,99 lei",dulciuri
jeleuri cu aroma de fructe de padure,"4,99 lei",dulciuri
prajitura cu cacao si crema vanilie,"10,79 lei",dulciuri
turta dulce,"13,49 lei",dulciuri
ciocolata cu lapte,"5,94 lei",dulciuri
biscuiti cu ovaz si mere,"2,79 lei",dulciuri
prajitura cu cafea si lamaie,"10,79 lei",dulciuri
biscuiti cu miere,"2,99 lei",dulciuri
ciocolata amaruie,"2,39 lei",dulciuri
prajitura cu cacao si crema lapte,"10,79 lei",dulciuri
bomboane ciocolata neagra,"27,99 lei",dulciuri
bomboane de ciocolata asortate,"55,80 lei",dulciuri
bomboane de ciocolata cu lapte,"55,80 lei",dulciuri
caramele,"11,60 lei",dulciuri
biscuiti condimentati,"2,79 lei",dulciuri
praline de ciocolata umplute cu crema de nuga,"34,90 lei",dulciuri
ciocolata cu lapte si arahide,"2,39 lei",dulciuri
praline din napolitana cu crema de cocos,"14,30 lei",dulciuri
praline asortate cu fructe de padure,"42,90 lei",dulciuri
rosii taiate cuburi,"5,25 lei",conserve
mazare verde boabe,"8,69 lei",conserve
ciuperci taiate,"10,89 lei",conserve
fasole alba cu bob mic,"7,99 lei",conserve
pate cu ficat de porc,"3,29 lei",conserve
rosii tocate cu pulpa,"4,99 lei",conserve
porumb boabe,"7,49 lei",conserve
fasole alba boabe,"8,05 lei",conserve
ton intreg in suc propriu,"13,99 lei",conserve
porumb dulce,"3,70 lei",conserve
masline negre fara samburi,"6,90 lei",conserve
gogosari in otet din vin taiati,"6,99 lei",conserve
fasole rosie,"5,05 lei",conserve
masline negre,"6,25 lei",conserve
castraveti in otet,"7,99 lei",conserve
zacusca cu vinete,"4,50 lei",conserve
castraveti intregi in otet,"5,29 lei",conserve
pate din ficat de pui,"4,55 lei",conserve
salata de ton,"17,39 lei",conserve
pate de porc,"5,75 lei",conserve
fasole neagra,"6,85 lei",conserve
masline verzi in saramura,"10,99 lei",conserve
conserva fasole rosie,"6,85 lei",conserve
pate din carne de curcan,"4,55 lei",conserve
ton in ulei de masline,"31,30 lei",conserve
conserva fasole alba,"6,85 lei",conserve
masline,"13,40 lei",conserve
pate cu porc,"2,49 lei",conserve
pate,"3,95 lei",conserve
compot de piersici jumatati,"9,79 lei",conserve
sardine in ulei,"6,55 lei",conserve
pate de pui,"3,29 lei",conserve
ardei capia copt si decojit in otet,"10,99 lei",conserve
mazare verde boabe in saramura,"6,59 lei",conserve
naut boabe,"4,99 lei",conserve
mazare verde de gradina,"9,20 lei",conserve
castraveti murati,"16,50 lei",conserve
pate de ton,"13,80 lei",conserve
fasole rosie boabe,"4,49 lei",conserve
fasole alba,"7,55 lei",conserve
fasole cu costita afumata,"9,85 lei",conserve
ardei iute in otet,"9,95 lei",conserve
ton bucati,"11,60 lei",conserve
fasole in sos tomat,"4,90 lei",conserve
sarmalute cu carne de porc,"22,40 lei",conserve
gogosari in otet,"9,15 lei",conserve
pasta de tomate,"6,85 lei",conserve
ton intreg in ulei de floarea soarelui,"15,49 lei",conserve
rosii uscate la soare,"7,90 lei",conserve
porumb boabe dulce,"3,85 lei",conserve
ton,"14,60 lei",conserve
pate integral de pui,"6,75 lei",conserve
conserva cu carne de porc,"17,50 lei",conserve
salata de ton cu porumb,"17,39 lei",conserve
ciorba de vacuta cu verdeata,"16,40 lei",conserve
castraveti in saramura,"21,00 lei",conserve
macrou file,"10,50 lei",conserve
masline negre in saramura,"10,99 lei",conserve
zacusca taraneasca,"9,99 lei",conserve
ton intreg in ulei de masline extra virgin,"19,49 lei",conserve
ciuperci,"12,49 lei",conserve
miniconserve cu porumb dulce,"8,75 lei",conserve
sfecla rosie in otet,"6,99 lei",conserve
muraturi asortate,"9,75 lei",conserve
conserva,"10,29 lei",conserve
amestec mexican,"9,35 lei",conserve
sardine baltice in sos tomat,"5,99 lei",conserve
fasole galbena taiata,"10,90 lei",conserve
zacusca,"5,99 lei",conserve
zacusca picanta cu vinete,"5,60 lei",conserve
carne de curcan,"12,99 lei",conserve
amestec de legume mexico,"6,35 lei",conserve
pate integral de porc,"6,75 lei",conserve
hering file,"8,65 lei",conserve
tocana de legume,"3,99 lei",conserve
compot cocktail fructe tropicale,"9,29 lei",conserve
pate de pasare,"6,45 lei",conserve
salata texana de ton,"17,39 lei",conserve
mazare cu piept de pui,"10,49 lei",conserve
fasole batuta,"4,99 lei",conserve
conserva cu carne de vita,"17,50 lei",conserve
pate taranesc de porc,"3,75 lei",conserve
ciuperci intregi,"6,99 lei",conserve
pate cu pui,"2,79 lei",conserve
ton bucati in ulei de floarea soarelui,"13,30 lei",conserve
linte,"8,60 lei",conserve
arahide coapte in coaja rosie,"4,69 lei",dulciuri
seminte de floarea soarelui negre coape fara sare,"3,29 lei",dulciuri
miez de nuca,"22,99 lei",dulciuri
seminte de floarea soarelui negre sarate si coapte,"3,29 lei",dulciuri
tortilla chips cu gust de branza,"10,40 lei",dulciuri
miez seminte floarea soarelui copt si sarat,"2,10 lei",dulciuri
stafide brune,"4,99 lei",dulciuri
pufuleti fara sare,"4,70 lei",dulciuri
fistic copt si sarat,"16,99 lei",dulciuri
seminte pestrite sarate si coapte,"3,59 lei",dulciuri
tortilla chips cu sare,"7,15 lei",dulciuri
seminte albe de floareasoarelui,"3,79 lei",dulciuri
miez seminte de dovleac copt si sarat,"5,99 lei",dulciuri
mix cu miez de nuca,"6,29 lei",dulciuri
mix nuci,"11,49 lei",dulciuri
covrigei cu sare,"2,49 lei",dulciuri
tortilla chips cu gust de ardei iute,"10,40 lei",dulciuri
miez de nuca sferturi,"11,99 lei",dulciuri
tortilla chips cu gust de ardei chilli dulce,"7,15 lei",dulciuri
fulgi de migdale,"10,99 lei",dulciuri
tortilla chips cu gust de barbecue,"7,15 lei",dulciuri
crackers classic,"5,49 lei",dulciuri
arahide decojite,"2,49 lei",dulciuri
seminte albe sarate si coapte,"7,49 lei",dulciuri
seminte de dovleac,"12,00 lei",dulciuri
crackers cu sare,"2,79 lei",dulciuri
fistic decojit,"20,99 lei",dulciuri
seminte negre de floareasoarelui,"1,99 lei",dulciuri
caju crud,"20,00 lei",dulciuri
amestec de seminte,"7,90 lei",dulciuri
migdale crude in coaja,"8,49 lei",dulciuri
samburi caise,"15,10 lei",dulciuri
miez de nuca copt cu scortisoara,"8,29 lei",dulciuri
migdale decojite maruntite special pentru patiserie,"10,49 lei",dulciuri
migdale macinate,"8,49 lei",dulciuri
migdale prajite si sarate in coaja,"16,99 lei",dulciuri
pufuleti simpli,"0,90 lei",dulciuri
pufuleti,"3,35 lei",dulciuri
sticksuri cu sare,"0,99 lei",dulciuri
chipsuri cu sare,"7,99 lei",dulciuri
covrigei vanilati,"1,35 lei",dulciuri
snacks,"3,35 lei",dulciuri
alune prajite,"8,89 lei",dulciuri
arahide prajite si sarate,"8,79 lei",dulciuri
alune,"3,50 lei",dulciuri
grisine cu seminte de in si ulei de masline,"2,85 lei",dulciuri
covrigei cu masline,"3,75 lei",dulciuri
spirale cu branza,"5,79 lei",dulciuri
seminte pestrite de floarea soarelui cu sare,"6,95 lei",dulciuri
pufuleti cu aroma de cascaval,"3,39 lei",dulciuri
sticksuri cu susan,"0,99 lei",dulciuri
chipsuri cu cascaval,"7,99 lei",dulciuri
rondele cu usturoi,"4,10 lei",dulciuri
rondele de paine crocanta cu pizza,"4,10 lei",dulciuri
pufuleti cu lapte,"1,40 lei",dulciuri
popcorn cu sare,"3,95 lei",dulciuri
arahide sarate si coapte cu coaja,"9,85 lei",dulciuri
chipsuri,"11,49 lei",dulciuri
chips cu barbeque,"7,99 lei",dulciuri
covrigei cu branza,"6,25 lei",dulciuri
covrigei sarati cu vin alb,"3,05 lei",dulciuri
porumb copt si sarat,"2,10 lei",dulciuri
croco,"7,09 lei",dulciuri
covrigi de,"5,10 lei",dulciuri
fistic prajit sarat,"16,29 lei",dulciuri
rondele cu sare,"4,10 lei",dulciuri
covrigei cu branza si chimen,"6,25 lei",dulciuri
chipsuri cu smantana si ceapa,"11,49 lei",dulciuri
chipsuri cu iaurt si ierburi aromatice rumeniti in cuptor,"7,55 lei",dulciuri
chipsuri cu paprika,"7,99 lei",dulciuri
covrigei,"2,45 lei",dulciuri
alune prajite si sarate,"5,95 lei",dulciuri
seminte de dovleac decojite,"5,45 lei",dulciuri
toortitzi cu sare,"3,65 lei",dulciuri
chipsuri cu smantana si marar,"7,99 lei",dulciuri
popcorn cu cascaval,"3,25 lei",dulciuri
seminte pestrite coapte si sarate,"6,40 lei",dulciuri
seminte pestrite de floarea soarelui,"9,15 lei",dulciuri
popcorn cu unt,"3,95 lei",dulciuri
chipsuri cu sare de mare,"8,45 lei",dulciuri
pufuleti naturali,"1,05 lei",dulciuri
covrigei italienesti,"3,75 lei",dulciuri
arahide aromate la cuptor,"10,00 lei",dulciuri
piper negru macinat,"2,15 lei",condimente-si-sosuri
marar,"1,75 lei",condimente-si-sosuri
boia ardei dulce,"1,45 lei",condimente-si-sosuri
rosii pasate,"6,99 lei",condimente-si-sosuri
rosii decojite cuburi,"3,99 lei",condimente-si-sosuri
patrunjel,"1,65 lei",condimente-si-sosuri
pulpa de rosii,"13,50 lei",condimente-si-sosuri
leustean,"1,65 lei",condimente-si-sosuri
usturoi granulat,"1,75 lei",condimente-si-sosuri
sare iodata extrafina,"2,75 lei",condimente-si-sosuri
sos,"9,99 lei",condimente-si-sosuri
rosii taiate fin,"7,65 lei",condimente-si-sosuri
sare,"5,55 lei",condimente-si-sosuri
cimbru,"1,65 lei",condimente-si-sosuri
scortisoara macinata,"1,65 lei",condimente-si-sosuri
boia ardei iute,"1,65 lei",condimente-si-sosuri
foi de dafin,"1,45 lei",condimente-si-sosuri
sare de mare,"1,99 lei",condimente-si-sosuri
sare iodata gema marunta,"2,00 lei",condimente-si-sosuri
bulion,"7,00 lei",condimente-si-sosuri
curry,"1,85 lei",condimente-si-sosuri
mustar cu hrean,"4,19 lei",condimente-si-sosuri
ceapa granulata,"4,75 lei",condimente-si-sosuri
sos de maioneza,"6,99 lei",condimente-si-sosuri
oregano,"1,55 lei",condimente-si-sosuri
chimen seminte,"1,65 lei",condimente-si-sosuri
scortisoara,"0,56 lei",condimente-si-sosuri
suc din rosii,"14,90 lei",condimente-si-sosuri
mix de condimente pentru pui,"1,65 lei",condimente-si-sosuri
busuioc,"1,55 lei",condimente-si-sosuri
boia de ardei dulce rubin,"6,65 lei",condimente-si-sosuri
mustar cu boabe intregi,"4,99 lei",condimente-si-sosuri
sare iodata,"3,35 lei",condimente-si-sosuri
boia afumata,"2,05 lei",condimente-si-sosuri
piper negru boabe,"1,49 lei",condimente-si-sosuri
rozmarin,"3,95 lei",condimente-si-sosuri
mix de condimente pentru cartofi prajiti,"1,65 lei",condimente-si-sosuri
cuisoare,"4,45 lei",condimente-si-sosuri
mustar clasic,"4,29 lei",condimente-si-sosuri
mix condiment pentru pui,"1,75 lei",condimente-si-sosuri
piper boabe mozaic,"1,19 lei",condimente-si-sosuri
sare de himalaya,"3,99 lei",condimente-si-sosuri
piper alb macinat,"2,15 lei",condimente-si-sosuri
chimion macinat,"4,25 lei",condimente-si-sosuri
rosii pasate cu busuioc,"13,49 lei",condimente-si-sosuri
cimbru maruntit,"3,05 lei",condimente-si-sosuri
boia dulce,"1,15 lei",condimente-si-sosuri
scortisoara batoane,"3,15 lei",condimente-si-sosuri
tarhon,"2,25 lei",condimente-si-sosuri
rosii pasate cu legume,"11,99 lei",condimente-si-sosuri
sare grunjoasa pentru muraturi,"3,99 lei",condimente-si-sosuri
mix de condimente pentru sarmale,"1,49 lei",condimente-si-sosuri
chimen,"1,45 lei",condimente-si-sosuri
mustar frantuzesc,"5,95 lei",condimente-si-sosuri
mix condiment pentru porc,"1,75 lei",condimente-si-sosuri
frunze de patrunjel,"1,75 lei",condimente-si-sosuri
ghimbir,"4,05 lei",condimente-si-sosuri
nucsoara macinata,"5,75 lei",condimente-si-sosuri
chilli macinat,"3,25 lei",condimente-si-sosuri
condimente pentru cartofi prajiti picanti,"1,65 lei",condimente-si-sosuri
coriandru,"3,85 lei",condimente-si-sosuri
mix de condimente,"3,05 lei",condimente-si-sosuri
baza pentru mancare,"8,55 lei",condimente-si-sosuri
piper mozaic boabe,"14,99 lei",condimente-si-sosuri
condimente pentru ceafa de porc,"1,85 lei",condimente-si-sosuri
condiment pentru gratar,"1,75 lei",condimente-si-sosuri
mix de rosii cu busuioc si usturoi,"7,35 lei",condimente-si-sosuri
sare de mare iodata,"4,00 lei",condimente-si-sosuri
mix de condimente pentru carne la gratar,"1,65 lei",condimente-si-sosuri
fulgi de porumb,"3,49 lei",cereale
cereale mic dejun,"11,20 lei",cereale
fulgi de ovaz,"3,80 lei",cereale
cereale,"11,20 lei",cereale
fulgi de ovaz moi,"6,90 lei",cereale
baton de cereale cu capsuni,"2,40 lei",cereale
musli cu goji,"19,80 lei",cereale
cereale pentru micul dejun,"11,20 lei",cereale
baton de cereale cu ciocolata alba,"2,40 lei",cereale
baton de cereale cu lapte si ciocolata,"2,40 lei",cereale
musli mix fara zahar,"10,60 lei",cereale
baton de cereale pentru mic dejun,"2,40 lei",cereale
fulgi cu tarate de grau,"8,95 lei",cereale
fulgi de secara,"7,00 lei",cereale
polen poliflor,"16,99 lei",cereale
fulgi de orz,"7,00 lei",cereale
multicereal,"7,55 lei",cereale
pernite cu cacao,"5,45 lei",cereale
fulgi de ovaz fin,"6,45 lei",cereale
cereale pentru mic dejun,"12,49 lei",cereale
baton de cereale pentru micul dejun,"1,29 lei",cereale
fulgi de porumb fara zahar,"6,00 lei",cereale
fulgi de porumb fara zahar adaugat,"10,80 lei",cereale
musli cu  fructe,"14,79 lei",cereale
pernite cu capsuni,"5,45 lei",cereale
cereale cu ciocolata,"19,90 lei",cereale
seminte de chia,"11,50 lei",cereale
rondele de orez negru imperial,"5,50 lei",cereale
cereale pentru micul dejun cu miere si arahide,"17,00 lei",cereale
baton de napolitana,"1,85 lei",cereale
musli cu stafide si alune,"14,79 lei",cereale
rondele de orez,"5,50 lei",cereale
pufarine cu fructe,"4,95 lei",cereale
rondele de orez cu glazura de cacao,"4,75 lei",cereale
cereale pentru mic dejun cu aroma de fructe,"16,50 lei",cereale
cereale cu fructe,"19,90 lei",cereale
fulgi de ovaz eco,"8,29 lei",cereale
musli cu merisor,"13,80 lei",cereale
fulgi de ovaz clasic,"6,45 lei",cereale
rondele simple din orez,"2,50 lei",cereale
baton cu cereale,"1,29 lei",cereale
fulgi de grau cu tarate,"5,55 lei",cereale
baton de cereale cu ciocolata,"2,25 lei",cereale
cereale inele cu miere,"6,45 lei",cereale
snacks alunite cu cacao,"5,45 lei",cereale
cereale cu glazura de cacao,"5,55 lei",cereale
snacks alunite cu vanilie,"5,45 lei",cereale
baton cu merisoare si alune,"13,00 lei",cereale
cereale integrale cu nuci si miere,"16,00 lei",cereale
rondele cu chia si quinoa,"5,50 lei",cereale
mix  seminte,"6,90 lei",cereale
musli,"10,90 lei",cereale
rondele de orez cu amarant si hrisca,"5,50 lei",cereale
cereale de ciocolata,"6,45 lei",cereale
musli crocant cu banane si ciocolata,"16,10 lei",cereale
batoane proteice cu cocos,"8,50 lei",cereale
mini cereale pentru mic dejun cu pasta de caramel si ciocolata,"19,10 lei",cereale
cereale integrale cu ciocolata si cirese,"16,00 lei",cereale
rondele cu sare de himalaya,"5,50 lei",cereale
batoane proteice cu inghetata de ciocolata,"9,35 lei",cereale
baton cu caju,"2,75 lei",cereale
baton cu orez,"3,85 lei",cereale
rondele de grau cu glazura de iaurt,"4,75 lei",cereale
rondele de grau cu glazura de cacao,"4,75 lei",cereale
baton din orez expandat cu faina spelta si glazura ciocolata si lapte,"2,50 lei",cereale
fulgi de multicereale integrale,"5,75 lei",cereale
rondele de orez cu  seminte,"1,99 lei",cereale
pufarine cu aroma de fructe,"4,45 lei",cereale
gustare de ovaz cu mar si scortisoara,"3,15 lei",cereale
tarate din ovaz,"6,30 lei",cereale
baton cu caise si nuca,"2,75 lei",cereale
fibre tranzit,"11,50 lei",cereale
cereale cu capsuni si cirese,"14,10 lei",cereale
lamai netratate dupa recoltare,"7,99 lei",fructe
portocale,"10,99 lei",fructe
lamai,"11,99 lei",fructe
afine congelate filiera,"15,99 lei",fructe
prune uscate fara samburi,"9,49 lei",fructe
visine fara samburi,"9,99 lei",fructe
afine congelate,"18,49 lei",fructe
mure congelate filiera,"13,99 lei",fructe
merisoare uscate,"7,99 lei",fructe
chips banane uscate si indulcite,"5,99 lei",fructe
afine la caserola,"8,99 lei",fructe
mere la punga,"9,79 lei",fructe
pere,"9,79 lei",fructe
avocado,"5,99 lei",fructe
avocado la plasa,"12,49 lei",fructe
mere rosii la punga,"9,79 lei",fructe
mere,"5,49 lei",fructe
struguri albi,"7,29 lei",fructe
capsune,"9,99 lei",fructe
mango,"6,99 lei",fructe
avocado ready to eat,"7,99 lei",fructe
grapefruit rosu,"7,99 lei",fructe
kiwi,"14,99 lei",fructe
mandarine,"8,79 lei",fructe
mango ready to eat,"8,99 lei",fructe
zmeura la caserola,"17,99 lei",fructe
ananas,"23,98 lei",fructe
rodii,"8,99 lei",fructe
mere rosii,"7,79 lei",fructe
limes,"10,99 lei",fructe
pere kaizer,"9,99 lei",fructe
mere golden,"7,49 lei",fructe
zmeura congelata,"15,99 lei",fructe
papaya,"15,99 lei",fructe
capsuni congelate,"8,29 lei",fructe
curmale deshidratate,"9,10 lei",fructe
amestec de fructe congelate,"9,99 lei",fructe
prune uscate,"16,99 lei",fructe
pere la caserola,"8,99 lei",fructe
nuci in coaja,"28,99 lei",fructe
mix de fructe congelate,"16,10 lei",fructe
nuca de cocos,"4,49 lei",fructe
pepene galben,"21,98 lei",fructe
pitahaya,"22,99 lei",fructe
physalis,"7,99 lei",fructe
mix de fructe pentru smoothie,"24,90 lei",fructe
amestec fructe congelate,"12,10 lei",fructe
ananas bucati,"19,90 lei",fructe
capsune congelate,"7,90 lei",fructe
afine rosii,"20,20 lei",fructe
ananas cuburi,"13,49 lei",fructe
caise uscate turcesti,"8,50 lei",fructe
nuca de cocos felii,"13,99 lei",fructe
mix de fructe,"24,90 lei",fructe
mix de fructe cu zmerura,"14,40 lei",fructe
mix cuburi mango si ananas,"12,99 lei",fructe
mango cuburi,"12,49 lei",fructe
amestec de fructe cu alint,"11,50 lei",fructe
amestec de fructe cu zvac,"12,90 lei",fructe
capsuni,"23,99 lei",fructe
coacaze rosii,"17,99 lei",fructe
pepene verde cu samburi putini,"82,43 lei",fructe
cartofi pai congelati,"9,49 lei",legume
amestec de legume mexican,"4,49 lei",legume
morcovi baby,"6,49 lei",legume
amestec legume pentru ciorba de perisoare,"4,49 lei",legume
mix de ciuperci cu hribi si galbiori calitatea,"17,99 lei",legume
cartofi taiati,"8,99 lei",legume
spanac tocat portii,"4,49 lei",legume
amestec legume pentru ciorba de vacuta,"4,99 lei",legume
mazare boabe,"4,99 lei",legume
amestec de legume pentru salata de boeuf,"4,49 lei",legume
ciuperci champignon,"6,29 lei",legume
porumb boabe congelat,"6,99 lei",legume
cartofi rondele congelati,"9,49 lei",legume
ghebe,"10,99 lei",legume
hribi cuburi calitate,"17,99 lei",legume
galbiori calitate,"17,99 lei",legume
ceapa galbena,"3,39 lei",legume
morcovi,"3,69 lei",legume
ceapa verde romaneasca,"0,99 lei",legume
castraveti,"3,00 lei",legume
ridichi rosii,"1,19 lei",legume
ardei,"19,99 lei",legume
ardei rosu,"12,00 lei",legume
ceapa rosie,"5,49 lei",legume
telina radacina,"6,79 lei",legume
rosii cherry cocktail la caserola,"7,99 lei",legume
rosii cherry alungite,"13,99 lei",legume
patrunjel radacina la caserola,"5,99 lei",legume
legume la caserola morcov,"4,99 lei",legume
cartofi pentru prajit si piure,"14,99 lei",legume
cartofi dulci,"14,99 lei",legume
rosii,"14,99 lei",legume
pastarnac radacina,"5,99 lei",legume
dovlecei,"9,99 lei",legume
sfecla rosie,"4,99 lei",legume
conopida,"13,99 lei",legume
cartofi albi la plasa,"22,99 lei",legume
rosii cherry la caserola,"6,39 lei",legume
gulii la bucata,"3,39 lei",legume
ardei tricolor,"13,99 lei",legume
broccoli,"15,99 lei",legume
cartofi rosii la plasa,"22,99 lei",legume
ardei gras,"10,00 lei",legume
praz,"8,99 lei",legume
ceapa galbena la plasa,"6,99 lei",legume
spanac congelat,"13,80 lei",legume
rosii prunisoare la caserola,"7,99 lei",legume
pastarnac,"5,99 lei",legume
vinete,"9,99 lei",legume
rosii cherry alungite la caserola,"6,99 lei",legume
varza alba noua,"16,23 lei",legume
ardei kapia,"18,99 lei",legume
cartofi felii condimentati cu usturoi,"11,90 lei",legume
fasole verde pastai congelata,"14,50 lei",legume
amestec de legume pentru ciorba de perisoare,"5,29 lei",legume
usturoi romanesc,"14,49 lei",legume
vinete coapte si tocate,"10,70 lei",legume
varza rosie,"11,98 lei",legume
zuchinni,"9,99 lei",legume
mazare fina,"11,49 lei",legume
fasole galbena pastai,"7,15 lei",legume
cartofi pentru salata,"14,99 lei",legume
rosii cherry,"6,20 lei",legume
fasole uscata alba,"10,99 lei",legume
mazare verde,"6,50 lei",legume
sparanghel la legatura,"16,99 lei",legume
cartofi rosii pentru salata,"14,99 lei",legume
fasole verde,"6,70 lei",legume
loboda,"1,99 lei",legume
ardei bicolor,"13,99 lei",legume
usturoi verde,"1,25 lei",legume
ardei gras in  culori,"7,25 lei",legume
cartofi,"12,99 lei",legume
amestec de legume pentru ciorba traditionala,"5,29 lei",legume
amestec de legume pentru tigaie cu dovlecel,"8,45 lei",legume
vinete congelate,"14,20 lei",legume
mazare verde fina congelata,"10,99 lei",legume
andive,"7,99 lei",legume
cartofi noi import,"3,99 lei",legume
dovleac placintar,"20,97 lei",legume
cartofi prajiti,"13,40 lei",legume
usturoi,"22,99 lei",legume
cartofi wedges in coaja,"11,40 lei",legume
ardei chili mix,"8,99 lei",legume
edamame pastai de soia,"17,90 lei",legume
amestec de legume si orez,"9,40 lei",legume
amestec de legume royal mix vapeur,"7,99 lei",legume
mix de legume pentru ciorba de vacuta,"7,45 lei",legume
ceapa,"6,99 lei",legume
mancare de legume in stil mexican,"9,45 lei",legume
bulete de cartofi,"9,35 lei",legume
amestec de legume pentru ciorba de vacuta,"3,49 lei",legume
spanac,"4,79 lei",salate-si-verdeturi
mix de salata,"4,99 lei",salate-si-verdeturi
frunze de spanac,"5,29 lei",salate-si-verdeturi
menta,"4,99 lei",salate-si-verdeturi
rucola,"4,99 lei",salate-si-verdeturi
chives,"4,99 lei",salate-si-verdeturi
busuioc in ghiveci,"5,79 lei",salate-si-verdeturi
frunze de fetica,"5,49 lei",salate-si-verdeturi
fetica,"6,99 lei",salate-si-verdeturi
salata frunza de stejar,"5,99 lei",salate-si-verdeturi
batavia baby,"6,99 lei",salate-si-verdeturi
salata verde,"1,65 lei",salate-si-verdeturi
salata,"6,99 lei",salate-si-verdeturi
leustean romanesc,"1,25 lei",salate-si-verdeturi
apio,"9,99 lei",salate-si-verdeturi
amestec de telina cu morcov,"9,99 lei",salate-si-verdeturi
dressing cu gust de iaurt,"3,99 lei",salate-si-verdeturi
dressing,"3,99 lei",salate-si-verdeturi
salata cu de toate,"6,79 lei",salate-si-verdeturi
germeni de ceapa rosie biovega,"8,49 lei",salate-si-verdeturi
germeni de lucerna si trifoi rosu biovega,"8,99 lei",salate-si-verdeturi
germeni de broccoli biovega,"8,99 lei",salate-si-verdeturi
salata mix,"7,49 lei",salate-si-verdeturi
germeni de lucerna si ruccola,"7,99 lei",salate-si-verdeturi
salata proaspata de vara,"5,79 lei",salate-si-verdeturi
mix aromatic peste,"3,99 lei",salate-si-verdeturi
mix aromatic pui,"3,99 lei",salate-si-verdeturi
paine toast integral,"5,49 lei",panificatie
